geodatabase,layer,status,error,crs,epsg,geometry_types,bbox,obb_bbox,feature_count,has_geometry,field_count,field_names,field_types,first_word,memory_mb,has_z
D:\NEOM_PROJECT\Marine Division\Long Term Monitoring Programs 2023 (Marine)\Species Management Plans project (Sooty Falcon)\Spatial Data\Species_Recovery_Plans.gdb,_20220623_Farsha_RP_Waypoints_SampleSite_POINT,success,,EPSG:3857,3857,Point,"[np.float64(3898817.2214), np.float64(3256239.5407), np.float64(3900750.1730999984), np.float64(3257536.8740999997)]","[(3900750.1730999984, 3256528.793400001), (3898866.3231435716, 3256185.6708830087), (3898659.500816051, 3257321.1873671887), (3900543.351408434, 3257664.3108450444), (3900750.1730999984, 3256528.793400001)]",37,TRUE,46,"MasterPlan, SurveyCode, SurveyName, SurveyType, AreaName, StartDate, EndDate, SampleID, ObsDate, ObsTime, DepthRefPt, SampleDepth, SampleUnit, CollectionDevice, CollectionFrequency, SampleMatrix, IUCN_GL, HCP_SC_04, Comments, Author, Source, OBJECTID_1, ele, time, magvar, geoidheigh, name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, sym, type, fix, sat, hdop, vdop, pdop, ageofdgpsd, dgpsid, geometry","MasterPlan:object, SurveyCode:object, SurveyName:object, SurveyType:object, AreaName:object, StartDate:datetime64[ms], EndDate:datetime64[ms], SampleID:object, ObsDate:datetime64[ms], ObsTime:datetime64[ms, UTC], DepthRefPt:object, SampleDepth:float64, SampleUnit:object, CollectionDevice:object, CollectionFrequency:object, SampleMatrix:object, IUCN_GL:object, HCP_SC_04:object, Comments:object, Author:object, Source:object, OBJECTID_1:float64, ele:float64, time:object, magvar:float64, geoidheigh:float64, name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, sym:object, type:object, fix:object, sat:float64, hdop:float64, vdop:float64, pdop:float64, ageofdgpsd:float64, dgpsid:float64, geometry:geometry",_20220623,0.036,FALSE
D:\NEOM_PROJECT\Marine Division\Long Term Monitoring Programs 2023 (Marine)\Species Management Plans project (Sooty Falcon)\Spatial Data\Species_Recovery_Plans.gdb,_20220623_Farsha_DT_Waypoints_SampleSite_POINT,success,,EPSG:3857,3857,Point,"[np.float64(3899386.731899999), np.float64(3255131.6576000005), np.float64(3900971.3649000004), np.float64(3257031.3735999987)]","[(3898912.687199558, 3256167.6575098652), (3900427.8703527283, 3257068.8969116495), (3901227.1419253456, 3255725.1442763726), (3899711.958772176, 3254823.904874588), (3898912.687199558, 3256167.6575098652)]",45,TRUE,46,"MasterPlan, SurveyCode, SurveyName, SurveyType, AreaName, StartDate, EndDate, SampleID, ObsDate, ObsTime, DepthRefPt, SampleDepth, SampleUnit, CollectionDevice, CollectionFrequency, SampleMatrix, IUCN_GL, HCP_SC_04, Comments, Author, Source, OBJECTID_1, ele, time, magvar, geoidheigh, name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, sym, type, fix, sat, hdop, vdop, pdop, ageofdgpsd, dgpsid, geometry","MasterPlan:object, SurveyCode:object, SurveyName:object, SurveyType:object, AreaName:object, StartDate:datetime64[ms], EndDate:datetime64[ms], SampleID:object, ObsDate:datetime64[ms], ObsTime:datetime64[ms, UTC], DepthRefPt:object, SampleDepth:float64, SampleUnit:object, CollectionDevice:object, CollectionFrequency:object, SampleMatrix:object, IUCN_GL:object, HCP_SC_04:object, Comments:object, Author:object, Source:object, OBJECTID_1:float64, ele:float64, time:object, magvar:float64, geoidheigh:float64, name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, sym:object, type:object, fix:object, sat:float64, hdop:float64, vdop:float64, pdop:float64, ageofdgpsd:float64, dgpsid:float64, geometry:geometry",_20220623,0.044,FALSE
D:\NEOM_PROJECT\Marine Division\Long Term Monitoring Programs 2023 (Marine)\Species Management Plans project (Sooty Falcon)\Spatial Data\Species_Recovery_Plans.gdb,_20220624_Farsha_RAP_Waypoints_SampleSite_POINT,success,,EPSG:3857,3857,Point,"[np.float64(3899072.0317), np.float64(3256411.729200002), np.float64(3900797.9290999994), np.float64(3257932.5073000006)]","[(3900797.9290999994, 3256411.729200002), (3899056.5206645, 3257625.7696787072), (3899394.6562030185, 3258110.788524483), (3901136.0650660787, 3256896.7486400073), (3900797.9290999994, 3256411.729200002)]",20,TRUE,46,"MasterPlan, SurveyCode, SurveyName, SurveyType, AreaName, StartDate, EndDate, SampleID, ObsDate, ObsTime, DepthRefPt, SampleDepth, SampleUnit, CollectionDevice, CollectionFrequency, SampleMatrix, IUCN_GL, HCP_SC_04, Comments, Author, Source, OBJECTID_1, ele, time, magvar, geoidheigh, name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, sym, type, fix, sat, hdop, vdop, pdop, ageofdgpsd, dgpsid, geometry","MasterPlan:object, SurveyCode:object, SurveyName:object, SurveyType:object, AreaName:object, StartDate:datetime64[ms], EndDate:datetime64[ms], SampleID:object, ObsDate:datetime64[ms], ObsTime:datetime64[ms, UTC], DepthRefPt:object, SampleDepth:float64, SampleUnit:object, CollectionDevice:object, CollectionFrequency:object, SampleMatrix:object, IUCN_GL:object, HCP_SC_04:object, Comments:object, Author:object, Source:object, OBJECTID_1:float64, ele:float64, time:object, magvar:float64, geoidheigh:float64, name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, sym:object, type:object, fix:object, sat:float64, hdop:float64, vdop:float64, pdop:float64, ageofdgpsd:float64, dgpsid:float64, geometry:geometry",_20220624,0.019,FALSE
D:\NEOM_PROJECT\Marine Division\Long Term Monitoring Programs 2023 (Marine)\Species Management Plans project (Sooty Falcon)\Spatial Data\Species_Recovery_Plans.gdb,_20220623_Farsha_PC_Waypoints_SampleSite_POINT,success,,EPSG:3857,3857,Point,"[np.float64(3898777.591699999), np.float64(3256187.6953000017), np.float64(3900745.4976999983), np.float64(3258017.035)]","[(3900745.4976999983, 3256523.4952000007), (3898852.5215653717, 3256171.901073876), (3898535.4035988236, 3257879.257820159), (3900428.3796529337, 3258230.852012943), (3900745.4976999983, 3256523.4952000007)]",53,TRUE,46,"MasterPlan, SurveyCode, SurveyName, SurveyType, AreaName, StartDate, EndDate, SampleID, ObsDate, ObsTime, DepthRefPt, SampleDepth, SampleUnit, CollectionDevice, CollectionFrequency, SampleMatrix, IUCN_GL, HCP_SC_04, Comments, Author, Source, OBJECTID_1, ele, time, magvar, geoidheigh, name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, sym, type, fix, sat, hdop, vdop, pdop, ageofdgpsd, dgpsid, geometry","MasterPlan:object, SurveyCode:object, SurveyName:object, SurveyType:object, AreaName:object, StartDate:datetime64[ms], EndDate:datetime64[ms], SampleID:object, ObsDate:datetime64[ms], ObsTime:datetime64[ms, UTC], DepthRefPt:object, SampleDepth:float64, SampleUnit:object, CollectionDevice:object, CollectionFrequency:object, SampleMatrix:object, IUCN_GL:object, HCP_SC_04:object, Comments:object, Author:object, Source:object, OBJECTID_1:float64, ele:float64, time:object, magvar:float64, geoidheigh:float64, name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, sym:object, type:object, fix:object, sat:float64, hdop:float64, vdop:float64, pdop:float64, ageofdgpsd:float64, dgpsid:float64, geometry:geometry",_20220623,0.051,FALSE
D:\NEOM_PROJECT\Marine Division\Long Term Monitoring Programs 2023 (Marine)\Species Management Plans project (Sooty Falcon)\Spatial Data\Species_Recovery_Plans.gdb,_20220624_Farsha_DH_Waypoints_SampleSite_POINT,success,,EPSG:3857,3857,Point,"[np.float64(3898814.4384000003), np.float64(3255367.026299998), np.float64(3900775.7765999995), np.float64(3256524.6305)]","[(3898823.8805225682, 3256540.5221193875), (3900775.7765999995, 3256421.0639999993), (3900706.3532146243, 3255286.7130545313), (3898754.4568304145, 3255406.171590734), (3898823.8805225682, 3256540.5221193875)]",26,TRUE,46,"MasterPlan, SurveyCode, SurveyName, SurveyType, AreaName, StartDate, EndDate, SampleID, ObsDate, ObsTime, DepthRefPt, SampleDepth, SampleUnit, CollectionDevice, CollectionFrequency, SampleMatrix, IUCN_GL, HCP_SC_04, Comments, Author, Source, OBJECTID_1, ele, time, magvar, geoidheigh, name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, sym, type, fix, sat, hdop, vdop, pdop, ageofdgpsd, dgpsid, geometry","MasterPlan:object, SurveyCode:object, SurveyName:object, SurveyType:object, AreaName:object, StartDate:datetime64[ms], EndDate:datetime64[ms], SampleID:object, ObsDate:datetime64[ms], ObsTime:datetime64[ms, UTC], DepthRefPt:object, SampleDepth:float64, SampleUnit:object, CollectionDevice:object, CollectionFrequency:object, SampleMatrix:object, IUCN_GL:object, HCP_SC_04:object, Comments:object, Author:object, Source:object, OBJECTID_1:float64, ele:float64, time:object, magvar:float64, geoidheigh:float64, name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, sym:object, type:object, fix:object, sat:float64, hdop:float64, vdop:float64, pdop:float64, ageofdgpsd:float64, dgpsid:float64, geometry:geometry",_20220624,0.025,FALSE
D:\NEOM_PROJECT\Marine Division\Long Term Monitoring Programs 2023 (Marine)\Species Management Plans project (Sooty Falcon)\Spatial Data\Species_Recovery_Plans.gdb,UmmShujayrat_tracklog_3857_Clipped_SampleSite_POLYLINE,success,,EPSG:3857,3857,MultiLineString,"[np.float64(3904238.7443000004), np.float64(3256541.5529000014), np.float64(3906346.922600001), np.float64(3257616.487300001)]","[(3906006.3815002874, 3256516.033210226), (3904145.0551105686, 3257410.0608665366), (3904541.0439669234, 3258234.4923068453), (3906402.370356642, 3257340.464650535), (3906006.3815002874, 3256516.033210226)]",4,TRUE,41,"MasterPlan, SurveyCode, SurveyName, SurveyType, AreaName, StartDate, EndDate, SampleID, ObsDate, ObsTime, DepthRefPt, SampleDepth, SampleUnit, CollectionDevice, CollectionFrequency, SampleMatrix, IUCN_GL, HCP_SC_04, Comments, Author, Source, FID, name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, gpxtrkx_Tr, layer, path, Length, Shape_Length, geometry","MasterPlan:object, SurveyCode:object, SurveyName:object, SurveyType:object, AreaName:object, StartDate:datetime64[ms], EndDate:datetime64[ms], SampleID:object, ObsDate:datetime64[ms], ObsTime:datetime64[ms], DepthRefPt:object, SampleDepth:float64, SampleUnit:object, CollectionDevice:object, CollectionFrequency:object, SampleMatrix:object, IUCN_GL:object, HCP_SC_04:object, Comments:object, Author:object, Source:object, FID:float64, name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:int32, type:object, gpxx_Track:object, gpxtrkx_Tr:object, layer:object, path:object, Length:float64, Shape_Length:float64, geometry:geometry",UmmShujayrat_tracklog,0.007,FALSE
D:\NEOM_PROJECT\Marine Division\Long Term Monitoring Programs 2023 (Marine)\Species Management Plans project (Sooty Falcon)\Spatial Data\Species_Recovery_Plans.gdb,UmmShujayrat_FOV_SampleSite_POLYGON,success,,EPSG:3857,3857,MultiPolygon,"[np.float64(3874463.9004000016), np.float64(3248363.9886999987), np.float64(3906396.9219000004), np.float64(3257666.9662000015)]","[(3906568.8304291125, 3256646.8944947855), (3874527.8646559217, 3248257.853111657), (3874128.6938583786, 3249782.439447285), (3906169.6596315694, 3258171.480830414), (3906568.8304291125, 3256646.8944947855)]",1,TRUE,41,"MasterPlan, SurveyCode, SurveyName, SurveyType, AreaName, StartDate, EndDate, SampleID, ObsDate, ObsTime, DepthRefPt, SampleDepth, SampleUnit, CollectionDevice, CollectionFrequency, SampleMatrix, IUCN_GL, HCP_SC_04, Comments, Author, Source, FID, name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, gpxtrkx_Tr, layer, path, Shape_Length, Shape_Area, geometry","MasterPlan:object, SurveyCode:object, SurveyName:object, SurveyType:object, AreaName:object, StartDate:datetime64[ms], EndDate:datetime64[ms], SampleID:object, ObsDate:datetime64[ms], ObsTime:datetime64[ms], DepthRefPt:object, SampleDepth:float64, SampleUnit:object, CollectionDevice:object, CollectionFrequency:object, SampleMatrix:object, IUCN_GL:object, HCP_SC_04:object, Comments:object, Author:object, Source:object, FID:float64, name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:int32, type:object, gpxx_Track:object, gpxtrkx_Tr:object, layer:object, path:object, Shape_Length:float64, Shape_Area:float64, geometry:geometry",UmmShujayrat_FOV,0.002,FALSE
D:\NEOM_PROJECT\Marine Division\Long Term Monitoring Programs 2023 (Marine)\Species Management Plans project (Sooty Falcon)\Spatial Data\Species_Recovery_Plans.gdb,_20220624_UmmShujayrat_DT_Waypoints_SampleSite_POINT,success,,EPSG:3857,3857,Point,"[np.float64(3905665.485199999), np.float64(3256583.9199), np.float64(3906342.7529999986), np.float64(3257376.1514)]","[(3906390.786408336, 3257299.8341083303), (3905943.2272999994, 3256583.9199), (3905512.4091207064, 3256853.2483311757), (3905959.9686519634, 3257569.163090218), (3906390.786408336, 3257299.8341083303)]",36,TRUE,46,"MasterPlan, SurveyCode, SurveyName, SurveyType, AreaName, StartDate, EndDate, SampleID, ObsDate, ObsTime, DepthRefPt, SampleDepth, SampleUnit, CollectionDevice, CollectionFrequency, SampleMatrix, IUCN_GL, HCP_SC_04, Comments, Author, Source, FID, ele, time, magvar, geoidheigh, name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, sym, type, fix, sat, hdop, vdop, pdop, ageofdgpsd, dgpsid, geometry","MasterPlan:object, SurveyCode:object, SurveyName:object, SurveyType:object, AreaName:object, StartDate:datetime64[ms], EndDate:datetime64[ms], SampleID:object, ObsDate:datetime64[ms], ObsTime:datetime64[ms, UTC], DepthRefPt:object, SampleDepth:float64, SampleUnit:object, CollectionDevice:object, CollectionFrequency:object, SampleMatrix:object, IUCN_GL:object, HCP_SC_04:object, Comments:object, Author:object, Source:object, FID:float64, ele:float64, time:object, magvar:float64, geoidheigh:float64, name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, sym:object, type:object, fix:object, sat:int32, hdop:float64, vdop:float64, pdop:float64, ageofdgpsd:float64, dgpsid:int32, geometry:geometry",_20220624,0.044,FALSE
D:\NEOM_PROJECT\Marine Division\Long Term Monitoring Programs 2023 (Marine)\Species Management Plans project (Sooty Falcon)\Spatial Data\Species_Recovery_Plans.gdb,UmmShujayrat_tracklog_3857_Merged_SampleSite_POLYLINE,success,,EPSG:3857,3857,MultiLineString,"[np.float64(3874513.8955000006), np.float64(3248413.9802), np.float64(3906346.922600001), np.float64(3257616.9791)]","[(3906507.834243763, 3256682.5895126304), (3874563.580330123, 3248318.8501342465), (3874189.729632661, 3249746.7260025004), (3906133.983546301, 3258110.4653808842), (3906507.834243763, 3256682.5895126304)]",4,TRUE,40,"MasterPlan, SurveyCode, SurveyName, SurveyType, AreaName, StartDate, EndDate, SampleID, ObsDate, ObsTime, DepthRefPt, SampleDepth, SampleUnit, CollectionDevice, CollectionFrequency, SampleMatrix, IUCN_GL, HCP_SC_04, Comments, Author, Source, FID, name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, gpxtrkx_Tr, layer, path, Shape_Length, geometry","MasterPlan:object, SurveyCode:object, SurveyName:object, SurveyType:object, AreaName:object, StartDate:datetime64[ms], EndDate:datetime64[ms], SampleID:object, ObsDate:datetime64[ms], ObsTime:datetime64[ms], DepthRefPt:object, SampleDepth:float64, SampleUnit:object, CollectionDevice:object, CollectionFrequency:object, SampleMatrix:object, IUCN_GL:object, HCP_SC_04:object, Comments:object, Author:object, Source:object, FID:float64, name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:int32, type:object, gpxx_Track:object, gpxtrkx_Tr:object, layer:object, path:object, Shape_Length:float64, geometry:geometry",UmmShujayrat_tracklog,0.007,FALSE
D:\NEOM_PROJECT\Marine Division\Long Term Monitoring Programs 2023 (Marine)\Species Management Plans project (Sooty Falcon)\Spatial Data\Species_Recovery_Plans.gdb,UmmShujayrat_FOV_Clipped_SampleSite_POLYGON,success,,EPSG:3857,3857,MultiPolygon,"[np.float64(3904233.9497000016), np.float64(3256522.2217000015), np.float64(3906394.4629000016), np.float64(3257627.8874999993)]","[(3906019.957855622, 3256478.47954108), (3904136.397155373, 3257404.223981449), (3904560.2242993102, 3258266.561487577), (3906443.784999559, 3257340.817047208), (3906019.957855622, 3256478.47954108)]",1,TRUE,42,"MasterPlan, SurveyCode, SurveyName, SurveyType, AreaName, StartDate, EndDate, SampleID, ObsDate, ObsTime, DepthRefPt, SampleDepth, SampleUnit, CollectionDevice, CollectionFrequency, SampleMatrix, IUCN_GL, HCP_SC_04, Comments, Author, Source, FID, name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, gpxtrkx_Tr, layer, path, Area, Shape_Length, Shape_Area, geometry","MasterPlan:object, SurveyCode:object, SurveyName:object, SurveyType:object, AreaName:object, StartDate:datetime64[ms], EndDate:datetime64[ms], SampleID:object, ObsDate:datetime64[ms], ObsTime:datetime64[ms], DepthRefPt:object, SampleDepth:float64, SampleUnit:object, CollectionDevice:object, CollectionFrequency:object, SampleMatrix:object, IUCN_GL:object, HCP_SC_04:object, Comments:object, Author:object, Source:object, FID:float64, name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:int32, type:object, gpxx_Track:object, gpxtrkx_Tr:object, layer:object, path:object, Area:float64, Shape_Length:float64, Shape_Area:float64, geometry:geometry",UmmShujayrat_FOV,0.002,FALSE
