file_path,file_name,file_type,status,error,marine_mammals,sharks_rays,reptiles,fish,birds,invertebrates_habitat,survey_types,places,data_types,conservation
E:\Marine New Data\Birds and Turtles Surveys AECOM\305. Raw Data\04_NEOM_FinalData_GDB_20211209\NEOM_Turtle_Bird_Survey_2021_Data.gdb,NEOM_Turtle_Bird_Survey_2021_Data.gdb,geodatabase,success,,"bottlenose, dolphin, dugong, humpback","guitarfish, stingray","green turtle, hawksbill, turtle",,"booby, falcon, gull, heron, osprey, plover, reef heron, sooty falcon, sooty gull, tern, white-eyed gull","algae, coral, crab, sea cucumber, seagrass, sponge","intertidal, nesting, observation, survey","Sanafir, Sindalah, bay, island, reef","behaviour, breeding, feeding, habitat, measurement, track",debris
E:\Marine New Data\Birds and Turtles Surveys AECOM\305. Raw Data\04_NEOM_FinalData_GDB_20211209\Excel\Tagged_Bird_Movements.xls,Tagged_Bird_Movements.xls,excel,error,ERROR: Missing optional dependency 'xlrd'. Install xlrd >= 2.0.1 for xls Excel support Use pip or conda to install xlrd.,,,,,,,,,,
E:\Marine New Data\Birds and Turtles Surveys AECOM\305. Raw Data\04_NEOM_FinalData_GDB_20211209\Excel\._Tagged_Bird_Movements.xls,._Tagged_Bird_Movements.xls,excel,error,"ERROR: Excel file format cannot be determined, you must specify an engine manually.",,,,,,,,,,
E:\Marine New Data\Birds and Turtles Surveys AECOM\305. Raw Data\04_NEOM_FinalData_GDB_20211209\Excel\Other_Observations.xls,Other_Observations.xls,excel,error,ERROR: Missing optional dependency 'xlrd'. Install xlrd >= 2.0.1 for xls Excel support Use pip or conda to install xlrd.,,,,,,,,,,
E:\Marine New Data\Birds and Turtles Surveys AECOM\305. Raw Data\04_NEOM_FinalData_GDB_20211209\Excel\._Other_Observations.xls,._Other_Observations.xls,excel,error,"ERROR: Excel file format cannot be determined, you must specify an engine manually.",,,,,,,,,,
E:\Marine New Data\Birds and Turtles Surveys AECOM\305. Raw Data\04_NEOM_FinalData_GDB_20211209\Excel\Raptor_Satelite_Tagging.xls,Raptor_Satelite_Tagging.xls,excel,error,ERROR: Missing optional dependency 'xlrd'. Install xlrd >= 2.0.1 for xls Excel support Use pip or conda to install xlrd.,,,,,,,,,,
E:\Marine New Data\Birds and Turtles Surveys AECOM\305. Raw Data\04_NEOM_FinalData_GDB_20211209\Excel\._Raptor_Satelite_Tagging.xls,._Raptor_Satelite_Tagging.xls,excel,error,"ERROR: Excel file format cannot be determined, you must specify an engine manually.",,,,,,,,,,
E:\Marine New Data\Birds and Turtles Surveys AECOM\305. Raw Data\04_NEOM_FinalData_GDB_20211209\Excel\Osprey_SootyFalcon_Observations.xls,Osprey_SootyFalcon_Observations.xls,excel,error,ERROR: Missing optional dependency 'xlrd'. Install xlrd >= 2.0.1 for xls Excel support Use pip or conda to install xlrd.,,,,,,,,,,
E:\Marine New Data\Birds and Turtles Surveys AECOM\305. Raw Data\04_NEOM_FinalData_GDB_20211209\Excel\._Osprey_SootyFalcon_Observations.xls,._Osprey_SootyFalcon_Observations.xls,excel,error,"ERROR: Excel file format cannot be determined, you must specify an engine manually.",,,,,,,,,,
E:\Marine New Data\Birds and Turtles Surveys AECOM\305. Raw Data\04_NEOM_FinalData_GDB_20211209\Excel\Turtle_Observations.xls,Turtle_Observations.xls,excel,error,ERROR: Missing optional dependency 'xlrd'. Install xlrd >= 2.0.1 for xls Excel support Use pip or conda to install xlrd.,,,,,,,,,,
E:\Marine New Data\Birds and Turtles Surveys AECOM\305. Raw Data\04_NEOM_FinalData_GDB_20211209\Excel\._Turtle_Observations.xls,._Turtle_Observations.xls,excel,error,"ERROR: Excel file format cannot be determined, you must specify an engine manually.",,,,,,,,,,
E:\Marine New Data\Birds and Turtles Surveys AECOM\305. Raw Data\04_NEOM_FinalData_GDB_20211209\Excel\Sea_Shore_Bird_Observations.xls,Sea_Shore_Bird_Observations.xls,excel,error,ERROR: Missing optional dependency 'xlrd'. Install xlrd >= 2.0.1 for xls Excel support Use pip or conda to install xlrd.,,,,,,,,,,
E:\Marine New Data\Birds and Turtles Surveys AECOM\305. Raw Data\04_NEOM_FinalData_GDB_20211209\Excel\._Sea_Shore_Bird_Observations.xls,._Sea_Shore_Bird_Observations.xls,excel,error,"ERROR: Excel file format cannot be determined, you must specify an engine manually.",,,,,,,,,,
E:\Marine New Data\02_83242_Marine_Species_Recovery_Conservation\KBD_20230821_Presentation.gdb,KBD_20230821_Presentation.gdb,geodatabase,success,,"bottlenose, cetacean, dolphin, dugong, humpback, indo-pacific, pantropical, spinner, whale","blacktip, eagle ray, guitarfish, hammerhead, manta, mobula, ray, reef shark, shark, whale shark, whitetip","green turtle, hawksbill, sea turtle, turtle","barracuda, grouper, tuna, wrasse","booby, cormorant, crab plover, eagle, egret, falcon, gull, heron, osprey, pelican, plover, reef heron, sandpiper, shearwater, sooty falcon, sooty gull, tern, tropicbird, white-eyed gull","coral, crab, seagrass","BRUV, assessment, baseline, camera trap, impact, intertidal, nesting, observation, sample, sighting, survey, tagging, transect","NEOM, Red Sea, Sanafir, Sindalah, Tiran, bay, coast, island, lagoon, offshore, reef","GPS, abundance, behaviour, breeding, count, depth, feeding, habitat, latitude, longitude, size, track","conservation, fishing, impact, reserve"
E:\Marine New Data\04_83504_KBD_Turtle_Tag_Combined\KBD_Turtle_Tag_Core_Home_Range_Final_20240910.shp,KBD_Turtle_Tag_Core_Home_Range_Final_20240910.shp,shapefile,success,,,,turtle,,,,"nesting, survey, tagging","NEOM, island",,conservation
E:\Marine New Data\04_83504_KBD_Turtle_Tag_Combined\KBD_Turtle_Tag_Data_Final_20240910.shp,KBD_Turtle_Tag_Data_Final_20240910.shp,shapefile,success,,,,"hawksbill, turtle",,,seagrass,"nesting, survey, tagging","Al Wajh, Aqaba, Gulf of Aqaba, NEOM, Sindalah, Yanbu, bay, island, lagoon, reef","feeding, latitude, longitude",conservation
E:\Marine New Data\06_83242_MSR_CAP_Dugong\83242_20230615_KBD_NEOM_TREP_MSR_CAP_Dugong_IR_Rev01.gdb,83242_20230615_KBD_NEOM_TREP_MSR_CAP_Dugong_IR_Rev01.gdb,geodatabase,success,,dugong,,"hawksbill, turtle",,,seagrass,"aerial, census, observation, sample, sighting, survey","NEOM, Sindalah, island, reef","feeding, habitat, track, weight","conservation, vulnerable"
E:\Marine New Data\16_83291_Marine_Megafauna_Offshore_Bird_Survey\16_Marine_Megafauna_SummerSurvey_2023.gdb,16_Marine_Megafauna_SummerSurvey_2023.gdb,geodatabase,success,,"bottlenose, cetacean, dolphin, dugong, indo-pacific, pantropical, spinner",shark,,,"booby, crab plover, falcon, gull, heron, osprey, pelican, plover, reef heron, sandpiper, sooty falcon, sooty gull, tern, white-eyed gull","coral, crab","acoustic, nesting, photo id, sighting, survey, transect","NEOM, island, offshore, reef","depth, feeding, temperature, track","debris, plastic"
E:\Marine New Data\27_83242_MSR_CAP_Dugong_IR_Rev01\83242_MSR_CAP_Dugong_IR_Rev01.gdb,83242_MSR_CAP_Dugong_IR_Rev01.gdb,geodatabase,success,,"cetacean, dolphin, dugong, pantropical, spinner","mobula, ray, shark","hawksbill, sea turtle, turtle",,,"coral, seagrass","BRUV, acoustic, aerial, assessment, baseline, drone, impact, monitoring, nesting, observation, sighting, survey, transect","NEOM, Red Sea, Sindalah, coast, island, lagoon, offshore, reef","abundance, behaviour, density, depth, feeding, habitat, size, track, waypoint","endangered, fishery, impact, threatened, vulnerable"
E:\Marine New Data\28_83291_NEOM_Marine_Megafauna\83291_NEOM_Marine_Megafauna.gdb,83291_NEOM_Marine_Megafauna.gdb,geodatabase,success,,"cetacean, dolphin, dugong, pantropical, spinner","mobula, ray, shark","hawksbill, sea turtle, turtle",,,"coral, seagrass","BRUV, acoustic, aerial, assessment, baseline, drone, impact, monitoring, nesting, observation, sighting, survey, transect","NEOM, Red Sea, Sindalah, coast, island, lagoon, offshore, reef","abundance, behaviour, density, depth, feeding, habitat, size, track, waypoint","endangered, fishery, impact, threatened, vulnerable"
E:\Marine New Data\29_83374_NEOM_Marine_Megafauna_Aerial_Survey\83374_NEOM_Marine_Megafauna_Aerial_Survey.gdb,83374_NEOM_Marine_Megafauna_Aerial_Survey.gdb,geodatabase,success,,"cetacean, dolphin, dugong, pantropical, spinner","mobula, ray, shark","hawksbill, sea turtle, turtle",,,"coral, seagrass","BRUV, acoustic, aerial, assessment, baseline, drone, impact, monitoring, nesting, observation, sighting, survey, transect","NEOM, Red Sea, Sindalah, coast, island, lagoon, offshore, reef","abundance, behaviour, density, depth, feeding, habitat, size, track, waypoint","endangered, fishery, impact, threatened, vulnerable"
E:\Marine New Data\30_83437-NEOM_FDSA_Megafauna\83437-NEOM_FDSA_Megafauna.gdb,83437-NEOM_FDSA_Megafauna.gdb,geodatabase,success,,"cetacean, dolphin, dugong, pantropical, spinner","mobula, ray, shark","hawksbill, sea turtle, turtle",,,"coral, seagrass","BRUV, acoustic, aerial, assessment, baseline, drone, impact, monitoring, nesting, observation, sighting, survey, transect","NEOM, Red Sea, Sindalah, coast, island, lagoon, offshore, reef","abundance, behaviour, density, depth, feeding, habitat, size, track, waypoint","endangered, fishery, impact, threatened, vulnerable"
E:\Marine New Data\31_83474_Dugong_M_Megafauna_DVL_Survey\83474_Dugong_M_Megafauna_DVL_Survey.gdb,83474_Dugong_M_Megafauna_DVL_Survey.gdb,geodatabase,success,,"cetacean, dolphin, dugong, pantropical, spinner","mobula, ray, shark","hawksbill, sea turtle, turtle",,,"coral, seagrass","BRUV, acoustic, aerial, assessment, baseline, drone, impact, monitoring, nesting, observation, sighting, survey, transect","NEOM, Red Sea, Sindalah, coast, island, lagoon, offshore, reef","abundance, behaviour, density, depth, feeding, habitat, size, track, waypoint","endangered, fishery, impact, threatened, vulnerable"
E:\Marine New Data\32_83214_Islands_Turtle_Surveys_Tagging\83214_Islands_Turtle_Surveys_Tagging.gdb,83214_Islands_Turtle_Surveys_Tagging.gdb,geodatabase,success,,,,"green turtle, hawksbill, sea turtle, turtle",,,"crab, seagrass","assessment, baseline, camera trap, capture, impact, nesting, observation, photo id, survey, tagging","Duba, Gayal, NEOM, Red Sea, Sanafir, Sindalah, Tabuk, island","GPS, size, track","conservation, impact, sanctuary"
E:\Marine New Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\Aug-Sept Survey\N745 - S02 -Annex B Avifauna Vantage Point Data Sheets.pdf,N745 - S02 -Annex B Avifauna Vantage Point Data Sheets.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\Aug-Sept Survey\N745 - S02 -Annex B Camera Trap Deployment Reports.pdf,N745 - S02 -Annex B Camera Trap Deployment Reports.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\Aug-Sept Survey\N745-0722-SEP02-1.0 NEOM Islands FF&BST Survey Execution Plan.pdf,N745-0722-SEP02-1.0 NEOM Islands FF&BST Survey Execution Plan.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\Aug-Sept Survey\N745-1022-S2R-1.0 NEOM Island F&F and Mainland Survey 02 Report.pdf,N745-1022-S2R-1.0 NEOM Island F&F and Mainland Survey 02 Report.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\GA\220601660 - completed.pdf,220601660 - completed.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\GA\N745-0422-SEP-1.0 NEOM Islands FF Survey Execution Plan (Draft).pdf,N745-0422-SEP-1.0 NEOM Islands FF Survey Execution Plan (Draft).pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745-0522-SEP-1.2 NEOM Islands FF Survey Execution Plan.pdf,N745-0522-SEP-1.2 NEOM Islands FF Survey Execution Plan.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745-0722-TER-1.0 NEOM Island F&F_Survey1.pdf,N745-0722-TER-1.0 NEOM Island F&F_Survey1.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\000_Premobilisation\CoastalSurvey\Export_GPX.gpx,Export_GPX.gpx,gpx,success,,,,,,,,"baseline, survey",island,,
E:\Marine New Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\000_Premobilisation\CoastalSurvey\MasterList.shp,MasterList.shp,shapefile,success,,,,,,,,"baseline, survey",island,,
E:\Marine New Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\000_Premobilisation\Preload\Buffer_Al Farsha Island.shp,Buffer_Al Farsha Island.shp,shapefile,success,,,,,,,,"baseline, survey",island,,
E:\Marine New Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\000_Premobilisation\Preload\Buffer_Maktal Ali Islands.shp,Buffer_Maktal Ali Islands.shp,shapefile,success,,,,,,,,"baseline, survey",island,,
E:\Marine New Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\000_Premobilisation\Preload\Buffer_Shusha Island.shp,Buffer_Shusha Island.shp,shapefile,success,,,,,,,,"baseline, survey",island,,
E:\Marine New Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\000_Premobilisation\Preload\Buffer_Sila Islands.shp,Buffer_Sila Islands.shp,shapefile,success,,,,,,,,"baseline, survey",island,,
E:\Marine New Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\000_Premobilisation\Preload\Buffer_Umm Shujayrat Island.shp,Buffer_Umm Shujayrat Island.shp,shapefile,success,,,,,,,,"baseline, survey",island,,
E:\Marine New Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\000_Premobilisation\Preload\Buffer_Walih Island.shp,Buffer_Walih Island.shp,shapefile,success,,,,,,,,"baseline, survey",island,,
E:\Marine New Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\000_Premobilisation\Preload\Buffer_Yuba Island.shp,Buffer_Yuba Island.shp,shapefile,success,,,,,,,,"baseline, survey",island,,
E:\Marine New Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\000_Premobilisation\Preload\Island_Edges.gpx,Island_Edges.gpx,gpx,success,,,,,,,,"baseline, survey",island,,
E:\Marine New Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\000_Premobilisation\Preload\Island_Edges.shp,Island_Edges.shp,shapefile,success,,,,,,,,"baseline, survey",island,,
E:\Marine New Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\000_Premobilisation\Preload\Island_Edges1.shp,Island_Edges1.shp,shapefile,success,,,,,,,,"baseline, survey",island,,
E:\Marine New Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\000_Premobilisation\Preload\Name_Maktal Ali 5.gpx,Name_Maktal Ali 5.gpx,gpx,success,,,,,,,,"baseline, survey",island,,
E:\Marine New Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\000_Premobilisation\Preload\NEOMCoastline_Clipped.shp,NEOMCoastline_Clipped.shp,shapefile,success,,,,,,,,"baseline, survey",island,length,
E:\Marine New Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\000_Premobilisation\Preload\Proposed Birthing Locations_DD.shp,Proposed Birthing Locations_DD.shp,shapefile,success,,,,,,,,"baseline, survey",island,,
E:\Marine New Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\000_Premobilisation\Terrain\AlFarsha_Terrain.shp,AlFarsha_Terrain.shp,shapefile,success,,,,,,,,"baseline, survey",island,,
E:\Marine New Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\000_Premobilisation\Terrain\MaktalAli_Terrain.shp,MaktalAli_Terrain.shp,shapefile,success,,,,,,,,"baseline, survey",island,,
E:\Marine New Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\000_Premobilisation\Terrain\Poly_ClippedSlopeN27E34_3857.shp,Poly_ClippedSlopeN27E34_3857.shp,shapefile,success,,,,,,,,"baseline, survey",island,,
E:\Marine New Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\000_Premobilisation\Terrain\Poly_ClippedSlopeN27E35_3857.shp,Poly_ClippedSlopeN27E35_3857.shp,shapefile,success,,,,,,,,"baseline, survey",island,,
E:\Marine New Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\000_Premobilisation\Terrain\Poly_ClippedSlopeN28E34_3857.shp,Poly_ClippedSlopeN28E34_3857.shp,shapefile,success,,,,,,,,"baseline, survey",island,,
E:\Marine New Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\000_Premobilisation\Terrain\Poly_ClippedSlopeN28E35_3857.shp,Poly_ClippedSlopeN28E35_3857.shp,shapefile,success,,,,,,,,"baseline, survey",island,,
E:\Marine New Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\000_Premobilisation\Terrain\Shusha_Terrain.shp,Shusha_Terrain.shp,shapefile,success,,,,,,,,"baseline, survey",island,,
E:\Marine New Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\000_Premobilisation\Terrain\Sila_Terrain.shp,Sila_Terrain.shp,shapefile,success,,,,,,,,"baseline, survey",island,,
E:\Marine New Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\000_Premobilisation\Terrain\Slope_Polygons_3857_20-30.shp,Slope_Polygons_3857_20-30.shp,shapefile,success,,,,,,,,"baseline, survey","NEOM, island",,
E:\Marine New Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\000_Premobilisation\Terrain\Slope_Polygons_3857_30up.shp,Slope_Polygons_3857_30up.shp,shapefile,success,,,,,,,,"baseline, survey","NEOM, island",,
E:\Marine New Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\000_Premobilisation\Terrain\Slope_Polygons_3857_All.shp,Slope_Polygons_3857_All.shp,shapefile,success,,,,,,,,"baseline, survey","NEOM, island",,
E:\Marine New Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\000_Premobilisation\Terrain\UmmShujayrat_Terrain.shp,UmmShujayrat_Terrain.shp,shapefile,success,,,,,,,,"baseline, survey",island,,
E:\Marine New Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\000_Premobilisation\Terrain\Walih_Terrain.shp,Walih_Terrain.shp,shapefile,success,,,,,,,,"baseline, survey",island,,
E:\Marine New Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\000_Premobilisation\Terrain\Yuba_Terrain.shp,Yuba_Terrain.shp,shapefile,success,,,,,,,,"baseline, survey",island,,
E:\Marine New Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\001_Sila\2022-06-14 10.45.39 Day.gpx,2022-06-14 10.45.39 Day.gpx,gpx,success,,,,,,,,"baseline, survey",island,,
E:\Marine New Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\001_Sila\Shapefiles\20220614_Duba_Sila_Crossing_Tracklog.shp,20220614_Duba_Sila_Crossing_Tracklog.shp,shapefile,success,,,,,,,,"baseline, survey",island,track,
E:\Marine New Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\001_Sila\Shapefiles\20220614_Duba_Sila_Crossing_Waypoints.shp,20220614_Duba_Sila_Crossing_Waypoints.shp,shapefile,success,,,,,,,,"baseline, survey",island,,
E:\Marine New Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\001_Sila\Shapefiles\20220614_Sila_TeamA_Tracklog.shp,20220614_Sila_TeamA_Tracklog.shp,shapefile,success,,,,,,,,"baseline, survey",island,track,
E:\Marine New Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\001_Sila\Shapefiles\20220614_Sila_TeamA_Waypoints.shp,20220614_Sila_TeamA_Waypoints.shp,shapefile,success,,,,,,,,"baseline, survey",island,,
